189069,17034097,10,유민이 눈빛이 영화를 한 픙 더 빛나게 했습니다.이정재 연기지만 아직도 심장이 벌렁거리고 꿈에 나올까 무섭고 황정민 인간미가 느껴지는 모습 여운이 남습니다. 게이역할도 넘 훌륭했구요덕분에 휴가 기분 만끽했습니다^^
189069,17034091,10,최고~~  이정재와황정민그리고  박정민~~이 조합  옳다!!
189069,17034090,7,"황정민 짠하고 ,, 이정재 무섭구 박정민ㅋㅋㅋ 너무 웃겼어요 오랜만에 영화보며 웃었네요"
189069,17034086,10,완전강추  황정민 이정재만 보인다  독보적이다액션신 쩔고 최근 지대로 만든영화인듯잼나게 지루할틈없이 잘본거같음
189069,17034085,10,"어제 보고 오늘 또 봤는데 역시 재밌다 재미 없다는 사람이 있겠지만 나는 너무 재밌었다 내 스타일 영화 액션 좋아하는데 이런 칼싸움하는 액션이 너무 좋다 이정재, 황정민 배우에 별로 관심 없었는데 이번 영화 보고 좀 좋아하게 될 것 같다 이정재 배우 섹시하고 황정민 배우도 잘생겼고 박정민 배우는 원래 내가 좋아하는 배우 ㅎㅎ 그나저나 박정민 배우 연기 진짜 잘 하는 걸 새삼 다시 한번 실감했다 또 볼지도 모르겠다"
189069,17034083,10,
189069,17034080,2,억지감동에 억지스토리 ...배우들연기도 못살린영화입니다.제작비가 어디로갔는지도 의문이엿음.영화보다 사람들 많이나감.
189069,17034079,10,"타격감이 너무 쩐다.,,...,?"
189069,17034078,8,황정민과 이정재의 케미가 돋보이는 투톱영화
189069,17034077,10,
188909,17034096,1,130만관객?? 130만이 좌절한 영화임. 진짜 최악. 절대절대 보지마세요. 영구와땡칠이 소림사 간다를 다시 보는게 현명할듯. 아우 돈 시간아까워. 이래서 리플 믿어야함!!!ㅠㅠ
188909,17034095,1,전형적인 좌빨 북한미화영화 ㅋㅋㅋ 누가 잘생긴 김제동아니랄까봐 이딴영화에나 나오네 정우성 ㅋㅋㅋ
188909,17034093,1,좌파중 극좌파인 정우성이 민주주의 대통령으로 나오다니 ㅋㅋㅋㅋ역할선정 좀 바로했으면 적당히 어울려야지 걍 북한수령님으로 나오지왜 잘어울리는데 한마디로 똥망작!!!돈아깝다
188909,17034089,1,댓글 알바들이 힘들게 사수하고 있는 영화입니다. 그런데도 폭망중입니다. 클레멘타인이 차라리 더 낫습니다. 댓글 알바들 평점에 속지마세요. 차라리 관람료 아껴서 고기 사드세요.
188909,17034084,10,생각보다 재밌었어요 사회영화로 추천하고 싶네요
188909,17034066,1,쓰레기 같은 내용을 담은 최악의 영화
188909,17034056,10,우리 운명을 결정할 수 없다는 현실이 눈물이 ㅠㅠ 일베충들은 보고 공부 쫌 해라
188909,17034019,10,1을 안보고도 재밌게 볼수 있었던 영화였어용
188909,17034018,9,스토리 몰입감 최고~~ 끝까지 보세요. 볼만해요~
188909,17034016,10,강철비1과 다른 전개생각 못했던 부분을 찝어줘 대한민국의 외교에 대해 생각을 다시 하게 함
185917,17034055,10,신파가 좀 긴 면이 없지 않지만 전개상 필요했고 개인적으로 부산행보다 진일보된 영화라 봄
185917,17034012,5,기대를 너무 많이 했나보네요.
185917,17034011,4,어랏. 스토리가 이상해서 감독이 바꼈나 했는데 아니군. 극본이 바꼈나보군. 비추천. 평점 낮은 이유가 다있음.
185917,17033996,10,"부산행에 비해 스토리가 딸리는 것은 사실입니다...하지만 같은 세계관만 공유한다고 생각하고 보았는데 정말 감동적이였습니다. 부산행이 인간과 좀비, 인간과 인간 사이의 갈등이 1:1이였다면 반도는 인간과의 갈등이 주를 이룹니다. 특히 631부대가 왜 인간성을 상실했을까, 들개라고 하는 반도에서 살아남아 나름의 생활을 해나가는 사람들에게 감정이입을 하면 코로나19의 상황과 매우 유사하다는 점을 느낄 수 있었습니다. 우리가 꺼리고 배척하는 코로나19 의심자와 확진자는 반도의 좀비와 매우 유사한 점을 지니고 있다는 것을. 좀비는 자신이 원해서 그렇게 된 걸까요? 좀비는 자신의 상황을 자각할 수 있는 상황이였을까요? 이 영화는 스토리와 인물의 대사와 행동을 통해서도 감동을 전해주지만 그것보다 더 크게 와닿는 것은 우리가 일상생활에서 피하고, 차별하는 소수자들의 입장입니다. 당사자의 입장을 다시 한 번 생각해보고 한번 더 배려하게 되는 영화였습니다."
185917,17033987,2,공짜표있음 보시고 돈내고 보심 아까울겁니다
185917,17033976,6,임모탄과 기타리스트가 아쉽다. 김태원 형님이라도 모셔서 OST 업그레이드 ㄱㄱ
185917,17033955,10,모하비 차주입니다아주 사실적인 훌륭한 영화네요
185917,17033953,2,좀비영화라고 볼순 없고. 내용이..배우들 연기가 아까운 수준을 넘어 화가 날 정도.갠적으로 정말 역대 최악의 한국영화 중 하나네요.ㅠㅠ 매드맥스는 얼어죽을..
185917,17033951,8,나름 시간 가는줄 모르고 재미있게 봤습니다
185917,17033947,8,신파 빼고 존잼.. 좀비판 매드맥스..
134824,17033923,10,내가 할리우드에서 제일 좋아하는 부부♡
134824,17033846,10,아이들과 함께 보기 좋은 영화입니다. 마술이 좋은 일에 쓰여지면 세상이 아름다워집니다.
134824,17033678,9,어른이 봐도 재밌네요~~
134824,17033655,10,감독과 제작진이 만든 영화를  다 보았기에 기대가 되었어요딸아이 쥬토피아보다 더 재미있었다고음악도 완전 좋았고 자식을 지키려는 주인공의 모습이 감동적이였다고 말하네요친구들과 함께 보았는데 모든 만족한 영화였어요^^
134824,17033422,10,저도 애니멀크래커를 갖고 싶어지더라니깐요~~~^^넘 재밌었었어요ㅎㅎ 동심으로 돌아간 기분♡
134824,17032698,6,재미있었어요아들이좋아했어요
134824,17032149,2,오웬은 일상생활이 지루했고 나는 영화가 지루했다ㅡ.ㅡ
134824,17032099,9,6세아이랑 함께봤어요.아이랑 함께본 영화중. 제가 안졸고 본 첫영화인거같네요.중간에 살짝 지루하려다 막판가며 흥미진진해 지더라구요.덕분에 방학하루 잘 보냈습니다.
134824,17031920,8,음악좋구요저는쏘쏘햇는데무엇보다 7살딸이 너무좋앗다고하네요^
134824,17029955,10,귀여운동물들과 가족이야기 기대됩니다~^^
194799,17033722,2,평점은 믿지못한다더니...
194799,17033677,6,샤크는 안나오는데 왜 빅샤크..?  잠수함이 주인공..
194799,17032591,8,애들이 좋아하네요 중간에 좀 지루합니다
194799,17031440,9,아이들과 재밌게 봤어요~ 올해 짧은 여름방학때 꼭 보시라고 추천합니다^^
194799,17030466,8,생각보다 재밌었어요~
194799,17029518,8,빅샤크는 별로 나오지 않아서 아쉽지만... 아기 잠수함 올리와 젤리 몬스터 꾸꾸의 모험과 우정이 보기 좋네요... 바다에 못 가서 아쉬운데 빅샤크 보면서 시원한 바닷속을 보면서 대리만족합니다~
194799,17029072,2,아무 생각없이 8살.10살 아이들을 데려갔어요..수준이 딱 4-5세용 입니다. 이 애니메이션에서 빅샤크가 도대체 한일이 없는덕 왜 제목이 빅샤크인줄도 모르겠구요..극장에서 처음으로 잠들었던 경험을 하고 왔어요.
194799,17029055,10,딸들이랑봤는데 재밌었어요나름 감동도있구요..
194799,17028721,6,제목이 왜 빅샤크인지 모르겠음
194799,17028402,10,아이들이 너무재미있어해요
187351,17034029,9,에잇찡ㅠㅠ 눈물나ㅠㅠ
187351,17031937,10,"탄탄한 스토리, 하나하나 살아있는 생동감 있는 캐릭터들이 어우러져 너무 재밌게 보았습니다.웃음 포인트도 많은데 마지막에 느낀 감동에 눈물로 일어났어요. 최근 본 영화 중에 최고. 정말 강추. 몇번이고 다시 보고 싶어요"
187351,17030957,9,온워드는 주인공 형제도 좋았지만 주인공 엄마 캐릭터나 그 외 다양하고 매력있는 여성 캐릭터들이 많이 등장해서 좋았음! 픽사가 확실히 좋은 쪽으로 발전하고 있구나 싶었던 영화. 이러니 디즈니 소속이지만 디즈니와는 확실히 차별된다고 보고싶다. 물론 스토리도 생각보다 더 재밌었음. 픽사 어떻게 안 사랑해~
187351,17030889,10,
187351,17030684,10,애니메이션보구 눈물왈칵날뻔한적이 언젠가싶네요나중에 아들 두명낳으면 꼭 보여줄 인생영화
187351,17030514,8,아이와 함께 하기에 너무나 좋았어요.코코이후로 재밌게봤어요.음악이 조금 더 좋았다면 아쉽지만그래도 조심스레 추천합니다.
187351,17030413,8,마법을 어설프게 쓰다가 마지막에 위급하니까 모든 마법 다 쓰는 게 킬링 포인트
187351,17030360,8,초등 아이들과 영화보고 왔어요 감수성 많은 큰애는 눈물도 주륵주륵 흘리고 어린 둘째는 좀 무서워하기도 했어요 그래도 디즈니 특유의 영상미와 감동이 있는 영화였어요!!
187351,17030076,10,아이들과 함께보기 넘 좋은 영화입니다
187351,17028893,10,너무 재밌고 감동적이다
182809,17033234,1,"영화를 제대로 관람하기 전에 SF액션 장르라서 기대를 했지만,막상 영화를 보니깐 정말로 지루했고 액션장면도 그렇게 많지가 않음! 결말부분도 이해가 안되었으며 이걸 영화라고 만들었는지..정말로 2020년 개봉작중 가장 최악의 영화가 될거임"
182809,17032832,7,러시아 영화를 새롭게 알게됐다
182809,17032302,1,내 평생 이 영화로 쏘련 영화는 더이상 없다.
182809,17031493,2,제목이 영화 자체다. 정말 아웃이다.
182809,17030687,7,러시아 영화인데다 러시아 원어 더빙 그대로 상영하기 때문에 헐리우드식 전개나 더빙에 익숙한 사람들한테야 좀 생소한 면이 있을 수는 있다. 하지만 SF영화 치고 CG분량도 많은 편이고 전체적인 CG만 가지고도 볼만한 가치는 충분히 있다고 본다. 반도의 차량씬 CG를 보고 실망했다면 이 영화의 CG를 감상해보기 바란다. 우리나라 CG업체들이 이정도의 질감만 구현할 수 있다면 좋겠다는 생각이 들 정도로 고퀄리티이다. 특히 후반부에 CG의 진가를 볼수 있는 장면이 많다. SF장르를 좋아한다면 킬링 타임용으로는 괜찮은 작품. 참고로 IMDB평점은 이 작품이 반도와 비슷한데  개인적으로 반도보다는 이게 더 볼만했다.
182809,17030378,7,"이거 헐리웃에서 유명배우랑 감독이 연출했음 천만각인데....러시아 영화라서 홀대받네....강철비2, 반도, 다만악 보다 천배는 재밌다. 국산허접데기 영화 그만보고 차라리 이걸 봐라! 국산영화 그걸 뭐하러 돈주고 보냐?? 쯔즛"
182809,17028722,1,5년전에 다운받아서 보다가 재미없어서 버린 영화인데....
182809,17028098,4,지루함을 방해하는 영화
182809,17028025,1,ㅈㄴ재미 없고 지루한데 지들만 심각해서 1시간 이전에 현타 와서 포기함
192066,17033549,10,
192066,17033018,10,
192066,17032385,10,
192066,17032323,10,인생영화등극 섬세한 감정선 따라가다 탄탄한 스토리에 놀람
192066,17030894,10,최고ㅜㅜ 남주에게 빠져버렸다... 교훈도좋아요ㅠㅠ
192066,17030640,10,
192066,17030611,10,침묵 속에 충분히 느껴지는 감정
192066,17030011,4,너무 높아서 일부러 낮게줌. 7점 대 영화. 로맨스 영화였다. 실화 그 자체라지만 실화라 그런지 그냥 그랬음.
192066,17029969,10,자막올라갈 때까지 울었네요. 마음이 아파서 먹하기도 했지만 밝게 끝나서 다행이예요. 중국 특유의 계몽영화 삘이 나네요. 한 번 보시길 추천해 드립니다!
192066,17029812,9,연기도 잘하고 전해주는 메시지도 명확하다
136872,17033857,7,엠마 왓슨 존예보스 ㄹㅇ
136872,17033761,8,미녀와 야수 재개봉 했길래 기분전환 삼아 예매해서 봤는데 노래들이 좋아서 정말 힐링됐어요!! 예매할 때는 몰랐는데 4D로 상영하게 되어서.. 노래 나올때마다 의자 들썩이고 특수효과들도 나오더라구요 어디서 무슨 효과가 나올지 몰라서 계속 긴장하면서 보긴 했지만 더 재밌게 즐긴 것 같습니다. 가볍게 볼 수 있는 기분좋은 영화인 것 같아요
136872,17033612,10,
136872,17033382,10,보통 현실적이었지만 미녀는 야수와 결투하고 신랑만나서 결혼했다.
136872,17033206,10,판타지 1등
136872,17031858,6,한국판 미녀야수가 있다면 벨 역할을 아이유가 했으면 좋겠다는 생각만 하다 옴
136872,17024407,8,영상미 이뿜영화관 가서 봤으면 더 좋았을듯 ㅜㅜ
136872,17009502,10,OST부터 연기까지 모든게 완벽하다 보다보면 벨의 미모에 빠지면서 감탄하게된다 싱크로율도 만족한다 평소에 엠마왓슨언니가 연기하는 영화는 무조건 다보는데 개인적으로 이 영화가 제일 좋은것같다 마지막에 사랑고백하는부분에서 나만 펑펑울었나싶다
136872,16995963,4,원작과 비교되는 무성의한 연출과 헤르미온느의 얼굴로 부르는 노래.
136872,16994475,10,엠마왓슨 얼굴 레전드ㅠㅠ
163788,17033506,10,지니를 사람만들어준 장면이 가장 큰 감동 주인공이 욕심 안부리고 휴머니즘을 알게 해준 장면 좋았습니다!!
163788,17033312,10,"아이와 두 번째 보는 알라딘!! 너무 재미있었어요. 즐겁게 잘 보고, 추억을 만들고 갑니다."
163788,17032826,10,두번 세번 봐도 재미있는 영화ㅠㅠ
163788,17032525,10,제 인생영화인듯해요.이 영화를 거짓말 안 치고작년 알라딘 개봉했을때부터  지금까지 알라딘을 7번이상을 봤어요
163788,17031831,10,4d로 보고왔는데 재밌었어요.~~
163788,17031254,10,짱재밌었어요진짜로찐
163788,17028135,10,개봉해서 혼자봤지만 이번에 재상영때는 너랑 같이 보는구나
163788,17027912,10,작년 개봉했을때보고 재개봉해서 또 봤는데 또봐도 역시 너무 재밌네요~!
163788,17027806,9,재밌게 봤습니다~~
163788,17027704,10,극장에서 볼 수 있으면 무조건 극장이요 ㅠㅠ
194284,17028115,2,상어가족 2시간트는게 더나은수준
194284,17020324,2,시장은 닭 비서는 비선실세
194284,17015914,8,아이들이랑가서 보고왔는데..용기있는 물고기 친구들이 이뻐 보이더라구요.잔잔한 감동이 있는 영화예요~
194284,17001184,10,
194284,17000944,10,알록달록한 색감에 물고기들도 보다보니 귀여워서 정이 가던.. 덕분에 아이들도 집중하면서 재밌게 봤어요^^
194284,17000942,10,"아이들 데리고 주말에 극장가서 봤어요~물 속 물고기들이 나오는 애니메이션이라 아이들도재미있게, 집중해서 보던데.. 교육적 내용도 담고 있어서..유익한 영화였어요. 아이도 재미있었다고 합니다~"
194284,17000939,10,물고기들이 너무 귀엽고 또 환경문제를 아이들이 알기 쉽고 재미있게 잘 풀어 놨네요 . 아이들이 너무 좋아했어요
194284,17000934,10,히어로 물고기 친구들도 너무 귀엽고 특히 바다 세상이 너무 예뻐요. 여행도 못가는데 진짜 바다에 놀러간 듯 구경하는 재미가 쏠쏠~ 아들이 또 보고싶다고 계속 조르네요^^
194284,16998763,2,"4학년.2학년 두  딸과 보러갔는데 이거 미국영화맞나요?중국영화인가 했네요?스토리도 빈약하고 화면도 너무 단순하고기승전결이 있긴 하지만 너무 맹숭맹숭해서 둘째딸 집중 못 하고 얼마나 어수선하던지~~유치원이하 어린이들이 봐야할 수준인데 그러기에도 몰입도 떨어지는~~중간중간 음악이라도 나오면나오겠지만물고기들이 지루하게 늘어지는 대화만 많이하고, 그나마 해마가 암수구분없이 임신한다는 지식 하나 얻어가네요.도리를찾아서, 니모를 찾아서 생각했다가 완젼 폭망. 이럴거면 알라딘을 봤어야 했는데~~돈 아까워요 ㅠ"
194284,16997631,10,"오히려 관람객이 적어 집중해서 영화 관람했어요.아이들이 좋아할만한 점은, 모험심과 독립, 자신감을 불어넣어 줄 겁니다.꼭 보세요. ^^"
185273,17033977,8,"인소 느낌의 소재이긴 하지만, 자비에 돌란의 색으로 잘 풀어낸 영화"
185273,17031083,10,"보고있을 땐 몰랐는데, 마지막 장면과 ost가 자꾸만 생각난다"
185273,17030754,6,누군가의  말처럼 음악이 좋네요~사랑은 설레지만... 괴롭기도..  해~ ㄴ
185273,17028039,8,명대사 : 이~~요!!
185273,17027576,10,어느 평론가가 말하지 않아도 이해할 수 있는 사람과 아무리 말해줘도 이해할 수 없는 사람이 있다고 했다. 그리고 나는 이 말을 정확히 이해한다.
185273,17026695,10,우정도 결국은 사랑의 한 모습이다.
185273,17026092,8,가까웠기에 더 혼란스러운 그 마음. 다만 감정이 친절하지는 않았다.
185273,17025860,8,좋았습니다..
185273,17022160,10,인간이라면 빠져들 수밖에 없는 섬세한 감정선.
185273,17022069,9,맷과 막심이 행복했으면 좋겠다
191143,17033938,7,작은 움직임이 또 다른 움직임을 이끄는 희미한 연대에 대하여.
191143,17033673,10,
191143,17029819,10,와~ 테론언니 몬스터에 이어 이번에도 실존인물과 존똑으로 외모 바꿨더라~ 자연스런 명연기는 말할것도 없고분장상과 더불어 여우주연상도 탔어야했는데ㅜㅜ
191143,17026857,10,"여성의 사회진출이 이뤄진지 몇OO,아직도 사회생활은 여성에게 이리도 가혹하다"
191143,17026770,10,"시의적절한 영화. 권력형 성범죄가 얼마나 개같은지, 알려주는 영화. 이게 여성혐오의 현주소다."
191143,17026557,10,무엇보다 배우분들 연기최고!!
191143,17026527,10,무거운 주제를 무겁지 않게 풀어내려는 모습이 보여서 좋았습니다 자칫하면 오해할 수 있는 부분에서 연기적으로 진실성을 보여주는 모습이 더 와닿았기에 너무 재밌게 봤습니당
191143,17026155,7,여성분들이 보면 느끼는게 많을거 같습니다.
191143,17025917,10,시기적절한 완벽한 영화
191143,17025683,9,권력을 이용한 성착취에 대한 시원한 고발
194693,17031426,10,우리나라에도 드디어 빛이...ㅠㅠㅠㅠ제발 이런거 많이많이
194693,17025635,10,무조건 최고 ㅜㅜㅜ너무 보고싶었고 볼수있어 행복하다너무 가슴시리고 아름다운 그들의 이야기
194693,17024238,7,뭔가 기대를 많이 했는데 기대를 한 것 치고는 그렇게 재미있지는 않았어요ㅜㅠ 그치만 성우 목소리들은 너무 좋았습니당ㅎ그리고 엔딩이 전 적어도 둘이 서로 몸 섞는 장면까지는 나올 줄 알았는데 안 나와서 조금 실망...끝나는 부분이 살짝 애매하더라구요. 그래도 적절한 타이밍에 나와서 관람할 수 있어서 좋았습니다. 못 봤더라면 미련으로 남았겠죠
194693,17016058,6,"일단 영화 먼저, 그다음 원작을 봤는데 이럴거면 걍 원작 완결나고 영화화하든지,,엔딩 오스트만 건졌다!!"
194693,17002783,10,원작을 안보고 관람했고 원작 본 다음 2차도 봤어요 야시로가 누굴 좋아하는지 아리까리했는데 이제 알았어요 원작 안보고 봤을때가 행복한거였네요 관계성이랑 여운이 오래가서 힘들어요
194693,17001666,8,원작을 재미있게 읽어서 나름 재미있었습니다~ 3부작예정이라 그런지 과거 이야기가 잠깐 잠깐 나오던데 처음보는 사람들이 보면 이해 못할것 같았어요~ 다음 후속작도 기대할게요!
194693,17000856,10,원작을 좋아하는데 잘 만들었네요  야시로의 매력이 아련하고 안타깝에 더 잘 표현되어 있어요 마무리 안되는 엔딩이 아쉽지만 다음 편을 기대해야겠어요
194693,17000043,10,"ost를 참 잘 뽑아냈다는 생각이 들고, 원작 이상의 작화에 눈이 즐거웠습니다."
194693,16999954,10,처음볼때는 음? 했지만 소설을 다읽고 두번째 보러갔을땐  감동적이였다.. 정말 대사 하나하나가 너무나도 아름다웠다
194693,16995142,10,"이 작품, 말로만 들었지 만화책보다 먼저 접하게 됐는데... 걍 좀이라도 그쪽 분야 관심 있으면 꼭 보시길~ 특히 엔딩 크레딧이 압권... 본인이 감성적이기도 하지만 오열하다 나옴"
183429,17030925,8,카호 배우가 시종일관 애매함&혐오의 표정을 짓다가 마지막에 차를 타고 달리면서 시원하게 터트려버리는 부분이 좋았다
183429,17029471,9,
183429,17029200,1,일본영화는 참으로 어렵다고 해야하나.  무슨 내용인지는 알겠으나 해석하기 어려움. 공감형성도 어렵고 그냥 심은경의 일본스러운 연기가 어색해서 이상하게 느껴졌다.
183429,17028921,8,홍보를 제대로 못했네요
183429,17028724,5,납득 불가능 일본의 음침함그러나 블루 아워의 순간이 너무 아름답다
183429,17027405,8,나 자신을 들여다보게 하는 영화
183429,17026404,6,한국배우는 한국스럽게 연기하고일본배우는 어색해한다문화적 차이에서오는 이질감에 결국심은경배우가 맡은 역할이 무엇인지 모르겠을정도한국시장을 노려보려던 감독의 미스캐스팅이 아니었을까싶다다섯번이나 봐야 의도를 파악할수있는 영화가 과연 좋은 영화인지 의문 일본갬성 이해하기 쉽지않네..
183429,17026101,2,솔직히 뭔말을하구싶은지  감독만 아는듯
183429,17025444,1,뭘 말하고싶은지 모르겠어..힐링이 대체 어떤장면과 요소에 녹아들었는지전혀....속아버렸지
183429,17025224,10,
174261,17032019,3,재미도 없고 공감도 안되고 새롭지도 뻔하지도 않은 무덤덤 이야기
174261,17030145,10,"영화 시작 30분 경과, 나의 몸은 이제 주체할 수 없는 지경에 이르렀다. 내 영혼은 이미 방콕으로 떠났고 이제는 몸마저 영화관 의자 밑으로 떨어지려고 한다. 눈을 잠시 감았다 떴더니 여주인공은 머리를 풀고 택시를 타고 떠난다. 아, 잠시 졸았구나. 다시 영화에 집중하려 했다. 하지만 나는 마음만 방콕에 떠난 것이 아니었다. 실제로 나는 1시간 10분이라는 시간동안 방콕에 다녀갔다 온 것이었다. 그렇다. 감독 김범삼은 나의 손을 잡고 함께 방콕으로 떠났다. 18 years. 내 외길 인생에 이런 몽롱하고 오묘한 경험은 색달랐다.카오산 탱고. 이 날을 평생 잊지 못할 것이다. 아, 얼마나 의미있던가.""카오산 탱고 했다."" -옆자리 이모씨"
174261,17030121,10,"일단 이 영화는 제가 살아온 OOO 외길인생에서 가장 최고의 영화인것 같습니다. 주인공이 비록 전작에서는 제복경찰2 였지만, 이번 영화에서 주연을 맡고 생각보다 감정 연기를 너무 잘해요!여자 주인공도 일본인인데 한국말을 그냥 자연스럽게 구사하고요..스토리, ost, 연기, 연출 모두가 완벽한 영화였습니다.감독님이 첫 작품이신데도 최고의 완성도를 보였습니다. ost 들으면 잠도 잘 오고요, 하지만 만약에 보다가 잠이 들면 김범삼님이 오셔서 명치 한 대씩 때리시니까 조심하세요."
174261,17029062,7,"영상미가 좋고 여행에 대한 이끌림을 크게 키워준다. 독립영화라 더 긴시간을 들여 인물에 대한 자세한 세부 설명과 장면의 전환에서의 세심함이 확실히 여타 작품들과 비교하기엔 투박한 면이 있으나, 오히려 억지 신파 투성이인 한국 영화속에서 괜찮은 영화를 봤다고 생각한다. 살짝 아쉬운 점이라면 여주인공이 남주인공에게 갑작스레 화를 내는 부분이 조금 심한게 아닌가...?하는 생각이 들긴 하는데, 그래도 전반적으로 다른 부분들은 꽤 긍정적인 시도였다고 생각한다."
174261,17027382,10,한국 영화관람객들이 이런 독립영화를 많이 찾아줘야 한국영화도 더 다양성이 생기고 젊은 감독들이 도전할 수 있는 무대가 만들어질 수 있다고 생각합니다. 영화 보는 내내 너무 아름답고 노래가 좋아서 푹 빠져서 봤습니다 마치 미드나잇 인 파리 태국 버전느낌!! 좋은 영화 잘 봤습니다.!~~
174261,17027001,10,
174261,17026930,8,
174261,17026348,8,여행지에서 이런 감정을 느낄수도 있다고 생각하고 보면 딱 좋을 영화. 잔잔하게 흘러가는 내용에 몰입하게 되더라구요. 태국 방콕의 다양하고 생생한 풍경도 볼만합니다.
174261,17026291,10,퓨어한 영화를 찾으신다면 극장으로 가십시오
174261,17025881,9,영화가 끝난뒤 많은 생각을 했다. 자신은 열심히 현재를 살아간다고 생각했지만 사실 그안을 들여다보면 외로움과 공허함에 늘 현실도피적 성격을 띤 여행을 하는 하영에게 마음이 투영됐다. 영상미와 음악이 여행지의 생동감을 더해줬다.
168051,17032662,8,교훈도있다 좋다  까려면 알고까자
168051,17027532,10,I won’t never give up
168051,17027204,10,선한감동과 울림이 있는 교훈적인 영화!이런영화들이 우리나라에서도 많이 만들어서 개봉되었으면 좋겠어요!
168051,17027186,10,중요한 것은 어떤 것이 정치적이냐는 것이고그 물음을 다들 안고 갔으면 좋겠어요
168051,17027070,10,
168051,17027018,10,
168051,17026907,9,"여성이기에차별받는, 여성이라서 보호 받지도 못하는 현실에 맞써 싸운 여성들의 이야기."
168051,17026838,10,상영관이 적어서 너무나 아쉬운 영화입니다. 많은 사람들이 봤으면.. 자신의 전문성을 사람들을 살리는데 사용하는 주디의 삶에 깊은 감동을 받았습니다.
168051,17026311,10,이런 영화가 추천할 만한 영화죠
168051,17026070,10,어느것 하나 빠짐없이 완벽한 연기와 내용 말이 필요없다 영화관에서만 느낄 수 있는 여운 또한 말이 필요없다 완벽하다
106360,17033437,10,너무 좋았습니다. 역대 영화속 노래 원탑이라고 생각합니다
106360,17032486,10,말이 필요없는 최고의 영화
